Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2022-0360,12/17/2022,19:45:00,12/17/2022,19:46:00,Texas: Kaufman County;,TRE,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0361,12/22/2022,09:04:00,12/25/2022,00:00:00,Tennessee: Alabama: Mississippi: Kentucky:,SERC,Transmission Interruption; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,3200,Unknown,,,,2022,2022
OE417-2022-0362,12/22/2022,21:04:00,12/22/2022,21:42:00,Texas: Montgomery County;,TRE,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2022,2022
OE417-2022-0363,12/23/2022,06:04:00,12/23/2022,06:40:00,Texas: Cameron County;,TRE,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2022,2022
OE417-2022-0364,12/23/2022,14:30:00,Unknown,Unknown,New York:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,57000,,,,2022,2022
OE417-2022-0365,12/23/2022,05:20:00,Unknown,Unknown,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,500000,,,,2022,2022
OE417-2022-0366,12/23/2022,09:45:00,12/23/2022,17:00:00,North Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,66519,,,,2022,2022
OE417-2022-0367,12/23/2022,07:30:00,12/23/2022,22:13:00,North Carolina: South Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,108900,,,,2022,2022
OE417-2022-0368,12/23/2022,08:31:00,Unknown,Unknown,Tennessee: Shelby County;,SERC,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Unknown,Unknown,,,,2022,2022
OE417-2022-0369,12/23/2022,03:03:00,12/23/2022,12:30:00,Alabama: Georgia: Mississippi:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",236,33010,,,,2022,2022
OE417-2022-0370,12/23/2022,07:19:00,12/23/2022,07:41:00,Missouri: Jasper County;,SERC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,0,0,,,,2022,2022
OE417-2022-0371,12/24/2022,06:15:00,12/25/2022,09:00:00,South Carolina:,SERC,Severe Weather; System-wide voltage reductions of 3 percent or more.,System-wide voltage reductions of 3 percent or more.,4615,17600,,,,2022,2022
OE417-2022-0372,12/24/2022,06:35:00,12/24/2022,16:10:00,North Carolina:,SERC,System Operations; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,960,130000,,,,2022,2022
OE417-2022-0373,12/24/2022,04:45:00,12/24/2022,15:45:00,North Carolina: South Carolina:,SERC,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,1000,295000,,,,2022,2022
OE417-2022-0374,12/24/2022,09:00:00,12/24/2022,11:15:00,Alabama: Georgia: Mississippi:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",160,22436,,,,2022,2022
OE417-2022-0375,12/25/2022,19:25:00,12/25/2022,20:07:00,Washington: Pierce County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,32,13500,,,,2022,2022
OE417-2022-0376,12/25/2022,02:42:00,12/25/2022,04:55:00,Washington: Pierce County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,14,8000,,,,2022,2022
OE417-2022-0377,12/26/2022,06:54:00,12/26/2022,08:19:00,Washington:,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Unknown,Unknown,,,,2022,2022
OE417-2022-0378,12/26/2022,08:30:00,12/28/2022,21:00:00,"Washington: King County, Island County, Kittitas County, Kitsap County, Pierce County, Skagit County, Thurston County, Whatcom County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,230000,,,,2022,2022
OE417-2022-0379,12/27/2022,08:00:00,12/27/2022,08:30:00,Washington: Lewis County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0380,12/27/2022,13:30:00,12/27/2022,21:16:00,California: San Diego County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0381,12/27/2022,10:12:00,Unknown,Unknown,"Oregon: Clackamas County, Columbia County, Marion County, Multnomah County, Polk County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,83060,,,,2022,2022
OE417-2022-0382,12/27/2022,20:40:00,12/27/2022,20:41:00,Washington: King County;,WECC,Severe Weather; Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,11,11600,,,,2022,2022
OE417-2022-0383,12/27/2022,07:07:00,12/29/2022,11:10:00,California: Sacramento County;,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Unknown,Unknown,,,,2022,2022
OE417-2022-0384,12/27/2022,07:20:00,12/27/2022,11:22:00,California: Sacramento County;,WECC,Vandalism; Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,0,0,,,,2022,2022
OE417-2022-0385,12/29/2022,13:14:00,12/29/2022,13:55:00,Washington: King County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2022,2022
OE417-2022-0386,12/29/2022,16:00:00,Unknown,Unknown,Ohio:,RF,"Vandalism; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",2600,Unknown,,,,2022,2022
OE417-2022-0387,12/30/2022,05:25:00,12/30/2022,14:17:00,Oregon: Sherman County;,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2022,2022
OE417-2022-0388,12/30/2022,17:04:00,Unknown,Unknown,Minnesota: Washington County;,MRO,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown,Unknown,,,,2022,2022
