Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2020-0238,08/18/2020,21:55:00,08/18/2020,22:10:00,California: Imperial County;,WECC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0239,08/18/2020,13:30:00,08/18/2020,20:30:00,California:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,917,Unknown,,,,2020,2020
OE417-2020-0240,08/18/2020,14:44:00,08/18/2020,15:14:00,"Texas: Culberson County, Reeves County;",TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",205,238,,,,2020,2020
OE417-2020-0241,08/18/2020,14:30:00,Unknown,Unknown,Arizona:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,0,Unknown,,,,2020,2020
OE417-2020-0242,08/19/2020,01:27:00,08/19/2020,03:03:00,Ohio: Trumbull County;,RF,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",22,16107,,,,2020,2020
OE417-2020-0243,08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona: Maricopa County;,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,1200,0,,,,2020,2020
OE417-2020-0244,08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,7500,1400000,,,,2020,2020
OE417-2020-0245,08/19/2020,12:00:00,08/19/2020,21:00:00,California:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Unknown,Unknown,,,,2020,2020
OE417-2020-0246,08/20/2020,00:03:00,08/20/2020,14:05:00,Maine:,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0247,08/20/2020,09:17:00,08/20/2020,13:42:00,Mississippi: Jasper County;,SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0248,08/20/2020,15:29:00,08/20/2020,15:39:00,Nebraska: Custer County;,MRO,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",60,Unknown,,,,2020,2020
OE417-2020-0249,08/23/2020,22:12:00,08/23/2020,22:15:00,West Virginia: Putnam County;,RF,Suspicious Activity; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0250,08/23/2020,10:30:00,Unknown,Unknown,"Texas panhandle, SE NM",TRE,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Unknown,Unknown,,,,2020,2020
OE417-2020-0251,08/24/2020,23:00:00,08/24/2020,23:59:00,Texas: Denton County;,TRE,"Potential Physical Attack; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0252,08/25/2020,02:43:00,08/25/2020,07:43:00,Colorado: Jefferson County;,WECC,"Vandalism; Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.","Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",0,0,,,,2020,2020
OE417-2020-0253,08/27/2020,05:00:00,09/03/2020,12:00:00,Louisiana:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",200,50000,,,,2020,2020
OE417-2020-0254,08/27/2020,07:00:00,08/30/2020,19:00:00,Louisiana: Rapides Parish;,SERC,Severe Weather; Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,48,Unknown,,,,2020,2020
OE417-2020-0255,08/27/2020,12:44:00,08/27/2020,23:00:00,Texas:,TRE,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Unknown,Unknown,,,,2020,2020
OE417-2020-0256,08/27/2020,12:06:00,08/27/2020,22:49:00,Texas:,TRE,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,581,Unknown,,,,2020,2020
OE417-2020-0257,08/27/2020,07:40:00,08/31/2020,07:40:00,Louisiana: Texas:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,130000,,,,2020,2020
OE417-2020-0258,08/27/2020,01:15:00,Unknown,Unknown,Texas: Louisiana:,TRE,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,615992,,,,2020,2020
OE417-2020-0259,08/27/2020,07:40:00,08/31/2020,03:33:00,Louisiana: Texas:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,47927,,,,2020,2020
OE417-2020-0260,08/27/2020,12:02:00,08/27/2020,22:54:00,Texas:,TRE,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,573,Unknown,,,,2020,2020
OE417-2020-0261,08/27/2020,12:29:00,08/27/2020,12:59:00,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",MRO,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0262,08/27/2020,17:11:00,08/28/2020,10:00:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",100,60687,,,,2020,2020
OE417-2020-0263,08/27/2020,13:24:00,Unknown,Unknown,"Texas: Montgomery County, Liberty County;",TRE,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,208,Unknown,,,,2020,2020
OE417-2020-0264,08/27/2020,12:06:00,Unknown,Unknown,Texas:,TRE,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,350,Unknown,,,,2020,2020
OE417-2020-0265,08/27/2020,06:00:00,08/27/2020,06:05:00,West Virginia: Putnam County;,RF,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",2900,Unknown,,,,2020,2020
OE417-2020-0266,08/27/2020,03:14:00,Unknown,Unknown,"Louisiana: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,Unknown,,,,2020,2020
OE417-2020-0267,08/28/2020,16:27:00,08/28/2020,19:26:00,Washington: Oregon:,WECC,"Severe Weather; Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.","Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",0,0,,,,2020,2020
OE417-2020-0268,08/28/2020,00:25:00,08/28/2020,01:00:00,Maine:,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0269,08/29/2020,03:35:00,08/29/2020,05:45:00,Texas:,TRE,Severe Weather; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Unknown,Unknown,,,,2020,2020
OE417-2020-0270,08/31/2020,09:00:00,08/31/2020,15:53:00,Washington:,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0271,09/01/2020,13:04:00,09/01/2020,13:05:00,California: Los Angeles County;,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0272,09/03/2020,13:46:00,09/03/2020,22:47:00,Washington:,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown,Unknown,,,,2020,2020
OE417-2020-0273,09/04/2020,01:07:00,09/04/2020,01:37:00,Florida: Pinellas County;,FRCC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0274,09/05/2020,17:20:00,09/05/2020,20:37:00,California:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,986,Unknown,,,,2020,2020
OE417-2020-0275,09/05/2020,17:25:00,09/05/2020,20:55:00,California: Imperial County;,WECC,Severe Weather; Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,100,20000,,,,2020,2020
OE417-2020-0276,09/06/2020,16:00:00,09/06/2020,21:00:00,Nevada:,WECC,Severe Weather; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,8180,1400000,,,,2020,2020
OE417-2020-0277,09/06/2020,16:30:00,09/06/2020,21:05:00,California:,WECC,System Operations; Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,1071,Unknown,,,,2020,2020
OE417-2020-0278,09/06/2020,17:36:00,09/06/2020,19:27:00,Washington: Oregon: California:,WECC,"System Operations; Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.","Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",0,0,,,,2020,2020
OE417-2020-0279,09/06/2020,17:00:00,09/07/2020,03:00:00,California: Los Angeles County;,WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,72000,,,,2020,2020
OE417-2020-0280,09/07/2020,22:40:00,09/09/2020,17:24:00,California:,WECC,"Transmission Interruption; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",610,172000,,,,2020,2020
OE417-2020-0281,09/07/2020,18:00:00,09/08/2020,18:00:00,"Washington: Kitsap County, King County, Pierce County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,71500,,,,2020,2020
OE417-2020-0282,09/07/2020,09:13:00,09/08/2020,06:00:00,Washington:,WECC,Natural Disaster; Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,80,21000,,,,2020,2020
OE417-2020-0283,09/07/2020,19:05:00,09/08/2020,22:00:00,"Oregon: Multnomah County, Washington County, Clackamas County, Marion County, Yamhill County, Polk County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",2859,103000,,,,2020,2020
OE417-2020-0284,09/08/2020,09:50:00,09/08/2020,10:56:00,Michigan: Ingham County;,RF,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,265,0,,,,2020,2020
OE417-2020-0285,09/09/2020,22:16:00,09/11/2020,08:17:00,Minnesota: Sherburne County;,MRO,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0286,09/09/2020,11:22:00,09/09/2020,13:04:00,Idaho:,WECC,"Natural Disaster; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0287,09/15/2020,22:00:00,09/20/2020,15:00:00,Alabama: Florida: Georgia: Mississippi:,SERC,"Severe Weather/Transmission Interruption; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",236,34096,,,,2020,2020
OE417-2020-0288,09/15/2020,15:04:00,09/15/2020,15:37:00,North Dakota: South Dakota: Montana:,MRO,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0289,09/16/2020,07:00:00,09/18/2020,06:00:00,Florida: Escambia County;,FRCC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0290,09/16/2020,03:00:00,09/21/2020,08:00:00,Alabama: Baldwin County;,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",0,77600,,,,2020,2020
OE417-2020-0291,09/16/2020,02:09:00,09/16/2020,02:20:00,Maine: Oxford County;,NPCC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0292,09/20/2020,20:01:00,09/21/2020,15:44:00,Oklahoma: Canadian County;,SPP RE,Actual Physical Attack; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,Unknown,,,,2020,2020
OE417-2020-0293,09/22/2020,10:02:00,09/22/2020,12:58:00,California:,WECC,System Operations; Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,8,4350,,,,2020,2020
OE417-2020-0294,09/23/2020,12:00:00,09/23/2020,13:00:00,New Jersey:,RF,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0295,09/26/2020,05:17:00,09/26/2020,05:41:00,Nevada: Clark County;,WECC,"Actual Physical Attack; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",26,13000,,,,2020,2020
OE417-2020-0296,09/27/2020,18:27:00,09/28/2020,15:17:00,California:,WECC,"Natural Disaster; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",337,102267,,,,2020,2020
OE417-2020-0297,09/30/2020,05:55:00,09/30/2020,23:30:00,Connecticut: Maine: Rhode Island: Massachusetts: New Hampshire: Vermont:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,155000,,,,2020,2020
OE417-2020-0298,10/02/2020,19:30:00,10/04/2020,06:30:00,Virginia: Hanover County;,SERC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0299,10/07/2020,13:45:00,10/07/2020,13:59:00,Louisiana: Orleans Parish;,SERC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",183,39089,,,,2020,2020
OE417-2020-0300,10/07/2020,16:00:00,Unknown,Unknown,New York: Onondaga County;,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,7500,,,,2020,2020
OE417-2020-0301,10/07/2020,18:50:00,10/09/2020,15:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,186600,,,,2020,2020
OE417-2020-0302,10/09/2020,10:44:00,10/09/2020,22:25:00,Colorado:,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0303,10/09/2020,20:00:00,10/15/2020,07:00:00,Louisiana:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",200,50000,,,,2020,2020
OE417-2020-0304,10/09/2020,19:50:00,10/11/2020,15:09:00,"Louisiana: Acadia Parish, Beauregard Parish, Calcasieu Parish, Evangeline Parish, Iberia Parish, Rapides Parish, Vernon Parish, Avoyelles Parish, Grant Parish, Natchitoches Parish, St. Landry Parish, St. Mary Parish, St. Tammany Parish;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,132200,,,,2020,2020
OE417-2020-0305,10/09/2020,17:30:00,10/10/2020,18:00:00,Louisiana: Texas: Arkansas: Mississippi:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,477966,,,,2020,2020
OE417-2020-0306,10/09/2020,20:00:00,10/10/2020,06:00:00,Louisiana: Lafayette Parish;,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,50000,,,,2020,2020
OE417-2020-0307,10/10/2020,23:10:00,10/10/2020,23:15:00,Washington: Oregon:,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0308,10/10/2020,08:05:00,10/10/2020,12:00:00,Oregon: Clackamas County;,WECC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0309,10/10/2020,02:22:00,10/10/2020,05:00:00,Louisiana: Lafayette Parish;,SERC,Severe Weather; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Unknown,Unknown,,,,2020,2020
OE417-2020-0310,10/12/2020,04:06:00,10/12/2020,04:07:00,Florida: Polk County;,FRCC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0311,10/13/2020,13:14:00,10/14/2020,14:00:00,"Washington: Whatcom County, King County, Pierce County, Thurston County, Kittitas County, Kitsap County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,76000,,,,2020,2020
OE417-2020-0312,10/14/2020,18:26:00,10/15/2020,13:11:00,Texas: Pecos County;,TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",18,Unknown,,,,2020,2020
OE417-2020-0313,10/15/2020,23:43:00,Unknown,Unknown,Washington: Walla Walla County;,WECC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0314,10/15/2020,16:50:00,Unknown,Unknown,Michigan:,RF,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0315,10/16/2020,14:00:00,10/16/2020,16:00:00,Kentucky:,SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,62,0,,,,2020,2020
OE417-2020-0316,10/20/2020,18:48:00,10/20/2020,18:49:00,Illinois: Massac County;,SERC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0317,10/22/2020,08:00:00,10/22/2020,08:01:00,Idaho:,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0318,10/22/2020,22:48:00,10/22/2020,23:34:00,Florida: Pinellas County;,FRCC,System Operations; Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0319,10/23/2020,15:42:00,10/23/2020,23:11:00,Ohio:,RF,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown,Unknown,,,,2020,2020
OE417-2020-0320,10/23/2020,15:46:00,10/23/2020,23:03:00,Texas: Harris County;,TRE,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,55506,,,,2020,2020
OE417-2020-0321,10/24/2020,20:13:00,10/24/2020,22:52:00,Minnesota: Hennepin County;,MRO,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",1,4,,,,2020,2020
OE417-2020-0322,10/25/2020,14:32:00,10/27/2020,18:00:00,California:,WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",1218,370000,,,,2020,2020
OE417-2020-0323,10/25/2020,03:25:00,10/25/2020,03:45:00,Wisconsin: Milwaukee County; Michigan:,MRO,Suspicious Activity; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0324,10/26/2020,13:00:00,11/07/2020,19:00:00,"Oklahoma: Oklahoma County, Canadian County, Logan County, Cleveland County, Pottawatomie County;",SPP RE,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,447000,,,,2020,2020
